Column1,dewpoint_temperature_2m,surface_pressure,surface_solar_radiation_downwards,surface_thermal_radiation_downwards,temperature_2m,total_precipitation,u_component_of_wind_10m,v_component_of_wind_10m
"'2019-04-30T09:00:00',",281.109,"102,405.44","1,821,150","11,398,675",283.729,0,-0.317,-2.398
"'2019-04-30T10:00:00',",281.17,"102,396.13","2,387,514","12,673,472",283.911,0,-0.201,-2.07
"'2019-04-30T11:00:00',",281.591,"102,365.75","3,608,114","13,974,763",284.972,0,0.287,-1.939
"'2019-04-30T12:00:00',",281.732,"102,287.07","5,027,506","15,245,686",285.853,0,0.753,-2.171
"'2019-04-30T13:00:00',",281.654,"102,241.29","6,512,762","16,554,955",286.82,0,0.76,-2.581
"'2019-04-30T14:00:00',",281.246,"102,191.99","7,790,936","17,830,418",287.308,0,0.569,-2.856
"'2019-04-30T15:00:00',",280.789,"102,144.28","9,116,416","19,074,498",287.71,0,0.481,-2.957
"'2019-04-30T16:00:00',",280.431,"102,099.79","10,380,140","20,271,916",287.796,0,0.489,-3.062
"'2019-04-30T17:00:00',",280.516,"102,094.45","11,316,096","21,378,323",287.33,0,0.778,-3.081
"'2019-04-30T18:00:00',",281.015,"102,109.50","11,763,842","22,474,181",286.299,0,1.094,-2.726
"'2019-04-30T19:00:00',",280.545,"102,132.07","11,827,884","23,693,388",284.626,0,0.671,-2.651
"'2019-04-30T20:00:00',",280.449,"102,163.40","11,827,884","24,845,544",283.737,0,0.566,-2.538
"'2019-04-30T21:00:00',",280.373,"102,138.53","11,827,884","25,964,534",282.973,0,0.468,-2.376
"'2019-04-30T22:00:00',",280.311,"102,102.63","11,827,884","27,052,483",282.297,0,0.367,-2.198
"'2019-04-30T23:00:00',",280.237,"102,069.31","11,827,884","28,129,351",281.777,0,0.457,-2.011
"'2019-05-01T00:00:00',",280.156,"102,040.71","11,827,884","29,193,914",281.315,0,0.592,-1.882
"'2019-05-02T13:00:00',",282.453,"100,924.58","10,361,910","13,974,535",285.502,0.003,4.189,-1.436
"'2019-05-02T14:00:00',",284.248,"100,879.59","11,515,746","15,246,886",285.711,0.004,3.077,-2.057
"'2019-05-02T15:00:00',",284.06,"100,850.56","12,395,072","16,482,788",285.726,0.004,3.19,-1.919
"'2019-05-14T18:00:00',",276.892,"103,028.06","24,358,286","18,246,016",287.225,0,-1.67,-1.546
"'2019-05-15T16:00:00',",274.327,"102,439.22","24,471,920","15,639,814",289.508,0,-3.575,-1.889
"'2019-05-18T00:00:00',",282.71,"100,600.88","6,838,148","30,395,519",284.236,0,-1.607,-0.418
"'2019-05-18T01:00:00',",282.625,"100,579.67",0,"1,201,438.50",283.917,0,-1.588,-0.531
"'2019-05-18T02:00:00',",282.307,"100,534.75",0,"2,337,555.94",283.31,0,-1.763,-0.606
"'2019-05-18T03:00:00',",281.952,"100,528.13",0,"3,448,578.06",282.855,0,-1.934,-0.457
"'2019-05-18T04:00:00',",281.773,"100,514.77","3,345","4,583,716.56",282.651,0,-1.909,-0.348
"'2019-05-18T05:00:00',",281.92,"100,521.23","173,296","5,674,195",282.897,0,-1.715,-0.258
"'2019-05-18T06:00:00',",282.418,"100,537.18","762,230","6,746,879",284.507,0,-1.833,-0.03
"'2019-05-18T07:00:00',",284.002,"100,584.44","1,813,362","7,919,024",285.772,0,-0.648,-0.495
"'2019-05-18T08:00:00',",284.277,"100,584.81","3,552,426","9,000,632",287.885,0,-0.936,-0.215
"'2019-05-18T09:00:00',",284.464,"100,595.08","5,753,882","10,123,982",289.614,0,-1.085,0.168
"'2019-05-18T10:00:00',",284.823,"100,590.28","8,306,662","11,268,926",290.975,0,-1.049,0.5
"'2019-05-18T11:00:00',",285.316,"100,590.57","10,835,712","12,483,450",291.856,0,-0.922,0.556
"'2019-05-18T12:00:00',",285.622,"100,555.45","13,657,852","13,692,235",292.752,0,-0.864,0.664
"'2019-05-18T13:00:00',",285.704,"100,542.80","16,168,462","14,936,110",293.166,0,-0.861,0.722
"'2019-05-18T14:00:00',",285.561,"100,530.27","18,318,150","16,216,343",293.395,0,-0.716,0.703
"'2019-05-18T15:00:00',",285.274,"100,527.40","20,063,048","17,471,165",293.559,0,-0.542,0.523
"'2019-05-18T16:00:00',",284.702,"100,523.58","21,316,212","18,782,092",293.167,0.001,0.055,-0.666
"'2019-05-18T17:00:00',",285.291,"100,568.57","22,175,488","20,073,458",291.725,0.001,1.023,-2.22
"'2019-05-18T18:00:00',",285.893,"100,600.52","22,680,928","21,313,413",290.308,0.001,1.015,-3.035
"'2019-05-18T19:00:00',",284.871,"100,619.34","22,880,296","22,529,166",289.695,0.001,0.56,-3.04
"'2019-05-18T20:00:00',",285.059,"100,667.04","22,891,528","23,714,396",288.129,0.001,0.113,-3.037
"'2019-05-18T21:00:00',",285.053,"100,681.57","22,891,528","24,864,958",287.018,0.001,0.073,-2.637
"'2019-05-18T22:00:00',",284.959,"100,700.23","22,891,528","26,081,316",286.571,0.001,0.226,-2.361
"'2019-05-18T23:00:00',",284.804,"100,662.61","22,891,528","27,287,250",286.101,0.001,0.312,-2.177
"'2019-05-19T00:00:00',",284.555,"100,640.42","22,891,528","28,435,335",285.494,0.001,0.474,-1.969
"'2019-05-19T01:00:00',",284.311,"100,620.28",0,"1,162,689.25",285.114,0,0.694,-1.825
"'2019-05-19T02:00:00',",284.034,"100,585.33",0,"2,296,817.06",284.729,0,0.785,-1.96
"'2019-05-19T03:00:00',",283.929,"100,574.87",0,"3,451,672.38",284.598,0,0.703,-2.091
"'2019-05-19T04:00:00',",283.888,"100,572.96","4,500","4,612,766.44",284.552,0,0.595,-2.245
"'2019-05-19T05:00:00',",284.175,"100,569.49","143,050","5,773,691.69",284.999,0,0.391,-2.409
"'2019-05-19T06:00:00',",284.673,"100,587.39","570,210","6,962,441",286.268,0,0.098,-2.696
"'2019-05-19T07:00:00',",285.725,"100,584.50","1,290,002","8,150,659",287.333,0,0.235,-2.694
"'2019-05-19T08:00:00',",286.269,"100,579.84","2,411,528","9,368,147",288.786,0,-0.007,-3.052
"'2019-05-19T09:00:00',",286.735,"100,565.89","4,012,046","10,589,529",290.433,0,-0.341,-3.004
"'2019-05-19T10:00:00',",286.948,"100,538.65","5,978,114","11,826,368",291.915,0,-0.454,-2.819
"'2019-05-19T11:00:00',",286.568,"100,509.08","8,232,300","13,085,568",293.147,0,-0.608,-2.758
"'2019-05-19T12:00:00',",286.087,"100,481.34","10,127,414","14,398,647",293.586,0,-0.573,-2.655
"'2019-05-20T08:00:00',",284.548,"100,696.86","1,714,786","10,128,745",287.255,0,3.019,-2.584
"'2019-05-20T09:00:00',",284.85,"100,703.43","2,937,372","11,483,647",288.478,0,2.434,-2.699
"'2019-05-20T10:00:00',",285.084,"100,725.48","4,373,988","12,825,346",289.698,0,2.093,-2.594
"'2019-05-21T06:00:00',",282.94,"101,086.22","240,632","7,894,624",285.143,0,4.143,-4.568
"'2019-05-21T07:00:00',",283.132,"101,165.66","463,054","9,207,891",284.953,0,4.291,-4.742
"'2019-05-21T08:00:00',",283.145,"101,211.66","894,574","10,528,829",285.501,0,4.455,-4.435
"'2019-05-26T22:00:00',",285.313,"100,916.69","16,303,216","27,814,107",288.497,0.002,3.959,2.513
"'2019-05-26T23:00:00',",285.986,"100,858.62","16,303,216","29,170,590",287.737,0.003,4.163,1.836
"'2019-05-27T00:00:00',",286.304,"100,854.04","16,303,216","30,548,169",287.491,0.004,3.947,0.645
"'2019-05-27T01:00:00',",286.493,"100,846.54",0,"1,367,839.25",287.223,0,3.082,0.021
"'2019-05-28T10:00:00',",283.785,"100,727","3,763,964","11,982,928",286.319,0.005,0.366,-0.038
"'2019-05-28T11:00:00',",284.857,"100,795.99","5,413,440","13,198,771",287.606,0.006,0.838,-0.562
"'2019-05-28T12:00:00',",284.753,"100,799.51","7,029,984","14,420,671",287.966,0.007,0.463,-1.896
"'2019-05-31T00:00:00',",285.455,"102,285.69","9,250,256","31,857,737",288.455,0.001,2.941,2.216
"'2019-05-31T01:00:00',",285.294,"102,278.88",0,"1,255,522.31",288.077,0,2.886,2.125
"'2019-05-31T02:00:00',",285.101,"102,274.36",0,"2,531,697.94",287.752,0,2.773,1.99
"'2019-05-31T03:00:00',",284.918,"102,284.63",0,"3,796,491.63",287.371,0,2.632,1.888
"'2019-05-31T04:00:00',",284.812,"102,291.22","13,969","5,022,317.06",286.919,0,2.452,1.869
"'2019-05-31T05:00:00',",284.935,"102,312.25","194,634","6,269,682.06",287.135,0,2.228,1.876
"'2019-05-31T06:00:00',",285.108,"102,327.90","638,576","7,535,004",287.727,0,2.671,2.221
"'2019-05-31T07:00:00',",285.263,"102,383.80","1,731,040","8,719,390",289.1,0,2.948,1.956
"'2019-05-31T08:00:00',",286,"102,396.47","3,491,896","9,885,815",290.604,0,3.125,1.725
"'2019-05-31T09:00:00',",286.286,"102,398.29","5,724,992","11,054,172",292.024,0,3.506,1.583
"'2019-05-31T10:00:00',",285.808,"102,376.36","8,200,280","12,268,196",293.269,0,4.264,1.812
"'2019-05-31T11:00:00',",285.263,"102,355.14","10,172,480","13,594,002",293.596,0,4.345,1.81
"'2019-05-31T12:00:00',",285.106,"102,362.18","12,126,100","14,942,307",293.998,0,4.405,1.617
"'2019-05-31T13:00:00',",284.967,"102,349.09","13,820,688","16,334,751",294.237,0,4.324,1.321
"'2019-05-31T14:00:00',",284.876,"102,354.52","15,504,488","17,733,952",294.486,0,4.224,1.045
"'2019-05-31T15:00:00',",284.932,"102,331.57","17,133,876","19,099,495",294.624,0,3.996,0.8
"'2019-05-31T16:00:00',",284.858,"102,305.04","18,517,676","20,448,924",294.562,0,3.815,0.779
"'2019-05-31T17:00:00',",285.172,"102,289.19","19,506,340","21,774,368",294.151,0,3.298,0.205
"'2019-05-31T18:00:00',",285.763,"102,284.02","20,072,048","23,112,435",293.457,0,2.351,-0.512
"'2019-05-31T19:00:00',",285.789,"102,307.00","20,252,848","24,435,479",291.687,0,1.869,-0.048
"'2019-05-31T20:00:00',",285.811,"102,303.53","20,286,540","25,709,329",290.619,0,1.678,-0.166
"'2019-05-31T21:00:00',",285.95,"102,314.02","20,286,540","26,924,121",289.436,0,1.496,-0.14
"'2019-05-31T22:00:00',",285.999,"102,325.76","20,286,540","28,073,274",287.815,0,1.278,0.305
"'2019-05-31T23:00:00',",285.346,"102,288.35","20,286,540","29,219,909",286.942,0,0.725,1.157
"'2019-06-01T00:00:00',",284.672,"102,239.71","20,286,540","30,330,556",285.804,0,0.062,1.963
"'2019-06-02T09:00:00',",289.647,"101,351.32","6,331,158","10,884,161",298.038,0,0.028,3.386
"'2019-06-02T10:00:00',",289.34,"101,310.56","8,966,294","12,174,924",299.668,0,0.271,3.956
"'2019-06-02T11:00:00',",287.42,"101,257","11,756,404","13,509,122",300.885,0,1.128,4.82
"'2019-06-02T12:00:00',",286.609,"101,185.81","14,430,052","14,877,120",301.456,0,1.45,5.06
"'2019-06-02T13:00:00',",286.272,"101,097.52","17,041,640","16,257,653",301.849,0,1.686,5.316
"'2019-06-02T14:00:00',",286.264,"101,038.51","19,385,256","17,630,686",301.891,0,1.946,5.42
"'2019-06-02T15:00:00',",286.629,"100,991.04","21,326,448","19,011,785",301.743,0,1.972,5.072
"'2019-06-02T16:00:00',",287.223,"100,957.04","22,924,272","20,383,210",301.475,0,1.887,4.578
"'2019-06-02T17:00:00',",287.198,"100,952.75","24,025,588","21,764,218",300.827,0,2.232,4.146
"'2019-06-02T18:00:00',",287.421,"100,962.85","24,557,332","23,150,436",299.515,0,2.217,2.856
"'2019-06-02T19:00:00',",287.094,"100,924.75","24,860,452","24,500,433",298.507,0,1.637,2.882
"'2019-06-02T20:00:00',",287.112,"100,962.74","24,899,676","25,835,098",296.822,0,1.658,2.123
"'2019-06-02T21:00:00',",287.326,"101,030.82","24,899,676","27,156,868",295.308,0,2.463,0.998
"'2019-06-02T22:00:00',",287.072,"101,074.54","24,899,676","28,415,152",293.724,0,2.645,-0.084
"'2019-06-02T23:00:00',",286.571,"101,077.89","24,899,676","29,644,540",292.422,0,2.029,-0.26
"'2019-06-03T00:00:00',",286.4,"101,081.72","24,899,676","30,865,939",291.257,0,1.779,-0.021
"'2019-06-03T01:00:00',",285.77,"101,065.36",0,"1,236,115.31",290.474,0,2.093,0.205
"'2019-06-03T02:00:00',",285.187,"101,063.66",0,"2,513,479.25",290.202,0,2.182,0.267
"'2019-06-03T03:00:00',",284.978,"101,065.59",0,"3,821,491.56",290.03,0,1.9,0.39
"'2019-06-03T04:00:00',",285.396,"101,066.70","14,579","5,116,801.63",289.775,0,1.643,0.822
"'2019-06-03T05:00:00',",285.976,"101,084.41","203,341","6,388,072.81",289.993,0,1.642,0.763
"'2019-06-03T06:00:00',",286.158,"101,082.46","736,098","7,623,701",290.681,0,2.253,0.472
"'2019-06-03T07:00:00',",287.174,"101,173.90","1,399,856","8,952,031",291.375,0,2.692,0.785
"'2019-06-03T08:00:00',",287.321,"101,197.80","2,412,124","10,275,793",291.923,0,3.355,0.424
"'2019-06-04T21:00:00',",290.352,"100,253.59","20,188,392","27,577,389",293.943,0.009,0.27,2.155
"'2019-06-04T22:00:00',",290.491,"100,305.35","20,188,392","28,908,359",293.32,0.009,1.428,3.193
"'2019-06-04T23:00:00',",290.82,"100,395.70","20,188,392","30,219,591",292.905,0.009,2.106,3.484
"'2019-06-05T23:00:00',",286.984,"100,206.75","17,029,772","30,210,048",288.576,0.003,1.991,-3.067
"'2019-06-06T00:00:00',",286.312,"100,306.99","17,029,772","31,527,155",287.577,0.008,5.479,-0.401
"'2019-06-06T01:00:00',",285.143,"100,396.81",0,"1,336,639.25",286.201,0.005,5.63,-1.613
"'2019-06-06T02:00:00',",284.802,"100,398.19",0,"2,634,657.06",285.831,0.008,4.258,-1.655
"'2019-06-06T03:00:00',",284.852,"100,440.31",0,"3,908,613.44",285.732,0.008,4.593,0.051
"'2019-06-06T04:00:00',",284.987,"100,564.90","10,334","5,213,124.31",285.832,0.009,5.549,1.102
"'2019-06-06T05:00:00',",284.695,"100,638.51","60,148","6,545,688.06",286.013,0.009,5.432,0.765
"'2019-06-07T08:00:00',",283.772,"101,052.84","3,599,728","8,715,706",289.937,0,-5.023,1.647
"'2019-06-07T09:00:00',",283.289,"100,958.51","5,840,740","9,825,482",291.291,0,-5.873,2.183
"'2019-06-07T10:00:00',",283.317,"100,876.21","8,453,028","10,982,737",292.604,0,-5.922,2.788
"'2019-06-07T11:00:00',",283.764,"100,773.39","11,212,718","12,168,870",293.829,0,-5.804,3.026
"'2019-06-07T12:00:00',",284.16,"100,664.15","14,230,468","13,365,602",295.296,0,-5.696,3.282
"'2019-06-07T13:00:00',",283.643,"100,568.94","16,929,442","14,591,288",296.358,0,-3.993,5.22
"'2019-06-07T14:00:00',",283.941,"100,481.16","18,551,888","15,905,613",296.588,0,-2.565,4.816
"'2019-06-07T15:00:00',",284.358,"100,448.45","19,984,492","17,223,399",296.93,0,-1.47,4.656
"'2019-06-07T16:00:00',",286.469,"100,496.63","21,035,908","18,556,298",294.298,0.001,1.853,4.75
"'2019-06-07T17:00:00',",288.095,"100,636.73","21,466,172","19,901,544",290.422,0.005,2.379,3.975
"'2019-06-07T18:00:00',",287.034,"100,631.26","21,580,476","21,273,740",289.473,0.006,0.602,3.549
"'2019-06-07T19:00:00',",280.972,"100,652.37","21,755,362","22,526,931",289.713,0.006,-0.007,5.578
"'2019-06-07T20:00:00',",279.143,"100,683.33","21,795,034","23,725,198",289.276,0.006,-0.011,5.801
"'2019-06-07T21:00:00',",279.688,"100,683.72","21,795,034","24,876,867",288.962,0.006,-0.525,6.254
"'2019-06-07T22:00:00',",280.503,"100,651.81","21,795,034","25,984,377",288.809,0.006,-0.435,7.084
"'2019-06-07T23:00:00',",281.099,"100,681.80","21,795,036","27,120,407",288.433,0.006,0.715,7.263
"'2019-06-08T00:00:00',",280.97,"100,677.82","21,795,036","28,325,645",288.186,0.006,1.048,7.277
"'2019-06-08T01:00:00',",280.677,"100,697.90",0,"1,298,910.69",288.19,0,1.466,7.893
"'2019-06-08T02:00:00',",280.216,"100,721.24",0,"2,636,331.19",288.091,0,2.221,8.244
"'2019-06-08T03:00:00',",279.699,"100,773.13",0,"3,957,170.94",287.818,0,2.721,8.198
"'2019-06-08T04:00:00',",279.315,"100,845.82","5,474","5,275,023.69",287.552,0,3.019,8.053
"'2019-06-08T05:00:00',",279.164,"100,917.20","74,140","6,584,655.19",287.343,0,3.238,7.991
"'2019-06-08T06:00:00',",279.135,"100,997.35","234,022","7,899,247.44",287.201,0,3.522,8.032
"'2019-06-08T07:00:00',",280.747,"101,069.52","351,924","9,203,894",286.388,0,3.272,7.91
"'2019-06-08T08:00:00',",281.219,"101,171.92","568,424","10,514,318",286.223,0,3.186,7.656
"'2019-06-08T09:00:00',",281.375,"101,244.82","732,772","11,837,347",286.52,0,4.165,7.57
"'2019-06-08T10:00:00',",281.435,"101,320.87","1,785,498","13,159,571",288.165,0.001,5.318,7.4
"'2019-06-08T11:00:00',",281.495,"101,388.17","3,368,082","14,436,437",289.466,0.001,5.805,7.059
"'2019-06-08T12:00:00',",282.031,"101,452.51","5,485,984","15,712,125",290.527,0.001,5.896,6.823
"'2019-06-08T13:00:00',",282.684,"101,505.75","8,191,646","16,897,123",291.358,0.001,5.914,6.563
"'2019-06-08T14:00:00',",282.965,"101,551.61","10,606,348","18,084,196",291.451,0.001,5.46,6.497
"'2019-06-08T15:00:00',",283.037,"101,640.26","12,519,242","19,297,092",291.265,0.001,5.635,5.95
"'2019-06-08T16:00:00',",282.865,"101,700.31","14,038,844","20,458,134",289.554,0.002,5.336,4.364
"'2019-06-08T17:00:00',",282.163,"101,755.95","15,122,822","21,648,867",289.559,0.002,5.277,4.181
"'2019-06-08T18:00:00',",281.622,"101,808.44","15,726,410","22,863,064",289.204,0.002,4.332,3.896
"'2019-06-08T19:00:00',",281.427,"101,908.63","16,093,320","24,001,145",288.301,0.002,3.57,4.055
"'2019-06-08T20:00:00',",280.452,"101,983.79","16,156,344","25,063,668",287.574,0.002,3.364,3.756
"'2019-06-08T21:00:00',",280.018,"102,065.14","16,156,344","26,113,182",286.973,0.002,3.272,3.532
"'2019-06-08T22:00:00',",279.814,"102,104.78","16,156,344","27,170,094",286.46,0.002,3.076,3.402
"'2019-06-08T23:00:00',",279.75,"102,136.73","16,156,344","28,216,752",285.936,0.002,2.833,3.254
"'2019-06-09T00:00:00',",279.805,"102,159.79","16,156,344","29,258,907",285.433,0.002,2.651,3.051
"'2019-06-09T01:00:00',",279.956,"102,181.51",0,"1,027,031.13",284.876,0,2.402,2.886
"'2019-06-09T02:00:00',",280.189,"102,212.78",0,"2,045,073.63",284.329,0,1.953,2.892
"'2019-06-09T03:00:00',",280.447,"102,222.77",0,"3,067,311",283.865,0,1.574,2.828
"'2019-06-09T04:00:00',",280.76,"102,225.32","28,890","4,092,811.06",283.581,0,1.321,2.641
"'2019-06-09T05:00:00',",281.344,"102,264.50","288,501","5,142,999.81",284.115,0,1.103,2.229
"'2019-06-09T06:00:00',",281.671,"102,281.44","907,282","6,217,867.31",285.211,0,1.367,2.22
"'2019-06-09T07:00:00',",283.027,"102,337.40","1,863,738","7,363,745",286.755,0,1.406,2.217
"'2019-06-09T08:00:00',",283.329,"102,334.62","3,378,288","8,506,993",288.143,0,1.301,2.145
"'2019-06-09T09:00:00',",282.932,"102,330.98","5,667,888","9,611,208",289.721,0,1.133,2.316
"'2019-06-09T10:00:00',",282.363,"102,296.78","8,264,290","10,731,529",290.88,0,1.121,2.156
"'2019-06-12T11:00:00',",288.966,"100,685.30","4,977,580","14,196,439",291.33,0.007,-2.174,-0.032
"'2019-06-12T12:00:00',",288.22,"100,628.43","5,718,112","15,592,411",290.589,0.012,0.094,2.093
"'2019-06-12T13:00:00',",287.802,"100,695.27","6,007,316","16,980,884",289.54,0.015,1.975,3.831
"'2019-06-18T08:00:00',",288.915,"101,493.26","3,761,340","9,848,334",295.077,0,-0.492,-0.685
"'2019-06-18T09:00:00',",288.661,"101,477.20","5,894,864","11,103,739",296.436,0,-0.623,-0.722
"'2019-06-19T06:00:00',",289.585,"100,667.68","1,032,472","7,289,304.38",293.288,0,-1.971,1.233
"'2019-06-19T07:00:00',",290.63,"100,625.79","2,287,352","8,531,105",294.812,0,-1.502,2.084
"'2019-06-30T00:00:00',",284.033,"101,171.14","29,160,060","28,865,325",295.184,0,-0.591,3.238
"'2019-06-30T01:00:00',",284.259,"101,125.73",0,"1,188,372.19",294.507,0,-0.367,3.24
"'2019-06-30T02:00:00',",284.277,"101,094.80",0,"2,372,567.44",293.965,0,-0.213,3.257
"'2019-06-30T03:00:00',",284.122,"101,066.35",0,"3,559,613.75",293.591,0,0.065,3.305
"'2019-06-30T04:00:00',",284.35,"101,032.54","25,990","4,754,739.94",293.422,0,0.774,3.266
"'2019-06-30T05:00:00',",285.288,"101,064.34","314,840","5,968,546.50",293.952,0,1.739,2.927
"'2019-06-30T06:00:00',",287.121,"101,099.08","1,053,200","7,219,688",295.307,0,2.591,2.128
"'2019-06-30T07:00:00',",290.391,"101,166.62","2,302,002","8,533,379",296.621,0,4.504,1.289
"'2019-06-30T08:00:00',",291.426,"101,238.70","3,995,076","9,878,417",296.75,0,4.962,-0.083
"'2019-06-30T09:00:00',",291.12,"101,313.59","6,219,748","11,225,703",297,0,4.64,-0.785
"'2019-06-30T10:00:00',",290.141,"101,382.83","8,850,498","12,562,472",297.273,0,4.631,-1.306
"'2019-06-30T11:00:00',",289.076,"101,436.47","11,718,462","13,884,400",297.473,0,4.564,-1.577
"'2019-06-30T12:00:00',",288.427,"101,489.87","14,722,194","15,191,463",297.624,0,4.608,-1.382
"'2019-06-30T13:00:00',",287.928,"101,515.83","17,702,336","16,479,985",297.736,0,4.296,-1.012
"'2019-06-30T14:00:00',",287.391,"101,526.14","20,499,996","17,760,237",297.807,0,4.176,-0.825
"'2019-06-30T15:00:00',",286.798,"101,495.14","22,593,720","19,072,434",297.369,0,3.767,-1.235
"'2019-06-30T16:00:00',",286.399,"101,489.54","24,152,328","20,399,050",296.785,0,3.876,-1.227
"'2019-06-30T17:00:00',",286.104,"101,535.58","25,536,708","21,670,070",296.148,0,4.146,-0.984
"'2019-06-30T18:00:00',",285.879,"101,568.00","26,451,724","22,912,094",295.239,0,3.628,-0.914
"'2019-06-30T19:00:00',",286.092,"101,589.35","26,876,380","24,126,851",293.72,0,2.349,-1.046
"'2019-06-30T20:00:00',",285.956,"101,582.68","26,961,100","25,325,359",292.729,0,1.637,-0.423
"'2019-06-30T21:00:00',",286.69,"101,591.54","26,961,100","26,515,498",291.625,0,1.308,0.248
"'2019-06-30T22:00:00',",286.263,"101,607.17","26,961,100","27,703,696",290.77,0,1.543,1.101
"'2019-06-30T23:00:00',",285.953,"101,642.09","26,961,100","28,881,381",290.395,0,2.047,1.519
"'2019-07-01T00:00:00',",286.005,"101,620.99","26,961,100","30,058,193",290.202,0,2.645,1.383
"'2019-07-02T08:00:00',",283.421,"102,333.65","3,497,690","9,239,578",290.629,0,-0.833,-2.578
"'2019-07-02T09:00:00',",282.959,"102,310.77","5,704,034","10,388,500",291.741,0,-0.328,-2.435
"'2019-07-10T18:00:00',",285.612,"101,726.77","15,976,836","22,189,947",291.147,0.001,1.341,1.136
"'2019-07-11T03:00:00',",286.967,"101,385.15",0,"3,975,265",288.01,0.001,0.139,1.887
"'2019-07-12T01:00:00',",286.537,"101,088.96",0,"1,173,393.94",286.979,0,1.531,0.374
"'2019-07-12T07:00:00',",288.696,"101,082.76","1,427,334","8,540,336",291.229,0.001,1.553,1.36
"'2019-07-12T08:00:00',",288.948,"101,077.84","2,655,390","9,820,268",292.338,0.001,2.049,1.361
"'2019-07-12T13:00:00',",288.44,"101,117.50","9,620,248","16,587,140",291.638,0.009,2.991,-2.159
"'2019-07-12T14:00:00',",288.517,"101,106.70","10,857,832","17,953,420",291.882,0.009,3.028,-2.399
"'2019-07-12T15:00:00',",288.364,"101,111.98","12,724,096","19,248,178",292.612,0.01,3.155,-2.74
"'2019-07-13T05:00:00',",287.712,"101,585.90","102,234","6,490,293.50",288.291,0,1.443,-1.659
"'2019-07-13T06:00:00',",287.855,"101,622.25","454,988","7,802,934",288.944,0,1.003,-2.241
"'2019-07-16T12:00:00',",284.887,"101,829.35","7,844,462","15,837,192",291.363,0,2.162,-0.309
"'2019-07-16T13:00:00',",285.116,"101,799.40","9,607,204","17,220,398",292.019,0,2.286,-0.574
"'2019-07-31T00:00:00',",285.91,"101,198.23","22,687,662","30,415,681",292.289,0,1.009,2.409
"'2019-07-31T01:00:00',",285.798,"101,209.54",0,"1,245,907.63",291.886,0,1.234,2.467
"'2019-07-31T02:00:00',",285.704,"101,222.76",0,"2,532,858.25",291.74,0,1.616,2.495
"'2019-07-31T03:00:00',",285.807,"101,245.65",0,"3,782,337.75",291.289,0,1.727,2.575
"'2019-07-31T04:00:00',",286.033,"101,241.75",0,"5,046,365",290.947,0,1.759,2.812
"'2019-07-31T05:00:00',",286.304,"101,277.71","99,818","6,289,528.50",290.796,0,1.942,3.162
"'2019-07-31T06:00:00',",286.251,"101,313.68","585,132","7,491,736",291.024,0,2.665,3.87
"'2019-07-31T07:00:00',",286.544,"101,354.79","1,406,890","8,728,088",291.561,0,3.868,4.73
"'2019-07-31T08:00:00',",286.848,"101,398.82","2,293,438","10,039,276",292.076,0,3.329,4.261
"'2019-07-31T09:00:00',",287.27,"101,398.63","3,501,116","11,378,683",292.781,0,3.156,4.255
"'2019-07-31T10:00:00',",287.57,"101,398.66","5,183,998","12,757,597",293.731,0,2.993,4.279
"'2019-07-31T11:00:00',",287.427,"101,412.13","6,967,754","14,173,445",294.435,0,3.053,4.526
"'2019-07-31T12:00:00',",286.86,"101,399.70","9,037,448","15,572,078",295.062,0,3.348,4.231
"'2019-07-31T13:00:00',",286.687,"101,389.96","10,835,720","16,944,988",294.979,0.001,3.587,4.168
"'2019-07-31T14:00:00',",287.223,"101,421.26","12,533,478","18,276,812",294.408,0.001,4.17,3.095
"'2019-07-31T15:00:00',",287.429,"101,422.41","13,752,172","19,679,228",293.97,0.002,4.187,2.429
"'2019-07-31T16:00:00',",287.353,"101,436","14,648,774","21,013,255",294.159,0.002,3.455,2.134
"'2019-07-31T17:00:00',",286.806,"101,451.28","15,362,242","22,332,954",293.616,0.002,3.377,2.223
"'2019-07-31T18:00:00',",287.309,"101,514.27","15,842,644","23,620,088",292.623,0.003,2.338,1.662
"'2019-07-31T19:00:00',",285.435,"101,533.31","16,014,216","24,918,789",292.661,0.003,2.809,2.226
"'2019-07-31T20:00:00',",285.378,"101,583.42","16,024,668","26,168,879",291.99,0.003,2.157,2.201
"'2019-07-31T21:00:00',",285.266,"101,586.59","16,024,668","27,451,049",291.679,0.003,1.834,2.412
"'2019-07-31T22:00:00',",285.095,"101,585.31","16,024,668","28,690,851",291.206,0.003,1.679,2.521
"'2019-07-31T23:00:00',",284.943,"101,551.63","16,024,668","29,876,857",290.576,0.003,1.417,2.559
"'2019-08-01T00:00:00',",284.831,"101,563.73","16,024,668","31,060,896",290.109,0.003,1.248,2.6
"'2019-08-09T12:00:00',",292.846,"100,492.68","3,312,128","16,579,370",296.354,0.009,-1.639,3.686
"'2019-08-09T13:00:00',",293.431,"100,480.59","4,357,440","18,019,292",297.263,0.009,-1.026,3.401
"'2019-08-12T23:00:00',",285.901,"101,447.56","18,010,906","27,988,604",286.842,0.005,1.968,0.91
"'2019-08-13T00:00:00',",285.629,"101,428.96","18,010,906","29,156,432",286.526,0.005,2.23,0.651
"'2019-08-13T01:00:00',",285.351,"101,437.66",0,"1,221,733.31",286.524,0,2.3,0.595
"'2019-08-13T02:00:00',",285.3,"101,452.72",0,"2,445,252.88",286.235,0,2.454,0.809
