Column1,dewpoint_temperature_2m,surface_pressure,surface_solar_radiation_downwards,surface_thermal_radiation_downwards,temperature_2m,total_precipitation,u_component_of_wind_10m,v_component_of_wind_10m
"'2016-08-26T15:00:00',",291.491,"101,673.54","17,190,888","20,341,074",300.143,0,0.724,-2.523
"'2016-08-26T16:00:00',",291.445,"101,685.18","18,596,474","21,727,391",299.624,0,0.689,-2.629
"'2016-08-26T17:00:00',",291.713,"101,712.27","19,409,330","23,127,662",298.646,0,0.518,-2.661
"'2016-08-26T18:00:00',",291.281,"101,746.16","19,750,182","24,503,791",297.211,0,0.295,-2.993
"'2016-08-26T19:00:00',",290.034,"101,846.25","19,782,604","25,842,099",294.709,0,-0.113,-3.302
"'2016-08-26T20:00:00',",289.551,"101,883.97","19,782,604","27,179,595",293.713,0,-0.641,-3.081
"'2016-08-26T21:00:00',",289.338,"101,903.64","19,782,604","28,492,475",292.994,0,-0.97,-2.702
"'2016-08-26T22:00:00',",289.406,"101,913.39","19,782,604","29,820,115",292.516,0,-1.026,-2.441
"'2016-08-26T23:00:00',",289.58,"101,907.26","19,782,604","31,151,667",292.151,0,-1.515,-2.017
"'2016-08-27T00:00:00',",289.773,"101,928.19","19,782,604","32,467,206",291.816,0,-1.655,-1.882
"'2016-08-27T01:00:00',",289.855,"101,912.15",0,"1,325,961.63",291.577,0,-1.518,-1.919
"'2016-08-27T02:00:00',",289.856,"101,934.77",0,"2,645,382.38",291.319,0,-1.343,-1.956
"'2016-08-27T03:00:00',",289.765,"101,912.69",0,"3,988,908.25",291.168,0,-1.564,-2.291
"'2016-08-27T04:00:00',",289.556,"101,896.82",0,"5,304,771.19",290.909,0,-2.014,-2.361
"'2016-08-27T05:00:00',",289.357,"101,887.57","3,794","6,612,461.50",290.742,0,-2.32,-2.247
"'2016-08-27T06:00:00',",289.365,"101,894.95","194,134","7,927,942",291.152,0,-2.305,-2.004
"'2016-08-27T07:00:00',",289.141,"101,914.35","867,882","9,187,210",291.956,0,-3.348,-1.686
"'2016-08-27T08:00:00',",289.203,"101,918.83","2,089,350","10,462,892",293.425,0,-3.633,-1.498
"'2016-08-27T09:00:00',",289.543,"101,891.22","3,831,218","11,757,654",294.993,0,-3.771,-1.532
"'2016-08-27T10:00:00',",290.119,"101,856.97","5,932,892","13,077,661",296.442,0,-3.825,-1.513
"'2016-08-27T11:00:00',",290.823,"101,786.69","8,347,826","14,426,070",297.851,0,-4.058,-1.333
"'2016-08-31T00:00:00',",285.28,"102,235.01","19,593,884","27,912,915",288.744,0,-2.355,0.202
"'2016-08-31T01:00:00',",285.059,"102,219.04",0,"1,113,638.25",288.32,0,-2.342,0.557
"'2016-08-31T02:00:00',",284.751,"102,158.28",0,"2,217,632.81",287.895,0,-2.243,0.802
"'2016-08-31T03:00:00',",284.485,"102,089.63",0,"3,312,159.50",287.438,0,-2.091,1.012
"'2016-08-31T04:00:00',",284.296,"102,070.45",0,"4,401,308.69",286.989,0,-1.873,1.256
"'2016-08-31T05:00:00',",284.218,"102,038.90",997,"5,493,656.25",286.568,0,-1.688,1.383
"'2016-08-31T06:00:00',",284.659,"102,023.05","186,380","6,585,606",286.921,0,-1.279,1.321
"'2016-08-31T07:00:00',",286.133,"102,028.08","862,946","7,695,545",289.422,0,-1.06,1.514
"'2016-08-31T08:00:00',",286.477,"102,030.79","2,092,240","8,825,772",291.389,0,-0.665,1.719
"'2016-08-31T09:00:00',",286.944,"102,026.10","3,829,046","9,992,815",293.295,0,-0.216,1.682
"'2016-08-31T10:00:00',",287.282,"101,988.19","5,917,062","11,203,788",294.95,0,0.131,1.641
"'2016-08-31T11:00:00',",287.322,"101,977.55","8,243,948","12,444,565",296.306,0,0.621,1.65
"'2016-08-31T12:00:00',",287.157,"101,911.14","10,498,622","13,728,994",297.097,0,1.096,1.759
"'2016-08-31T13:00:00',",286.481,"101,903.67","12,750,348","15,055,946",297.823,0,2.834,2.172
"'2016-08-31T14:00:00',",286.369,"101,880.44","13,873,122","16,510,450",297.466,0,3.034,1.264
"'2016-08-31T15:00:00',",286.883,"101,859.25","14,775,588","17,933,090",297.192,0,2.615,0.273
"'2016-08-31T16:00:00',",287.487,"101,853.50","15,456,746","19,369,165",296.863,0,2.21,-0.413
"'2016-08-31T17:00:00',",288.091,"101,849","15,918,296","20,793,935",296.235,0,1.775,-0.811
"'2016-08-31T18:00:00',",288.105,"101,902.47","16,139,514","22,153,333",295.072,0,1.935,-1.069
"'2016-08-31T19:00:00',",287.925,"101,932.12","16,149,882","23,474,770",293.815,0,1.299,-1.365
"'2016-08-31T20:00:00',",287.957,"101,990.68","16,149,882","24,739,070",292.565,0,1.535,-1.236
"'2016-08-31T21:00:00',",288.051,"102,009.66","16,149,882","25,960,244",291.377,0,1.722,-0.566
"'2016-08-31T22:00:00',",288.011,"102,034.25","16,149,882","27,161,990",290.401,0,1.92,-0.008
"'2016-08-31T23:00:00',",287.777,"102,030.61","16,149,882","28,358,486",289.784,0,2.128,0.233
"'2016-09-01T00:00:00',",287.408,"102,044.75","16,149,882","29,539,124",289.385,0,2.195,0.462
"'2016-09-03T03:00:00',",287.417,"101,664.25",0,"4,009,534.56",289.174,0,2.076,2.109
"'2016-09-04T01:00:00',",287.831,"101,092.44",0,"1,390,148.81",290.422,0,3.17,2.989
"'2016-09-15T00:00:00',",287.395,"101,104.31","16,271,226","31,461,976",294.762,0,-2.98,0.106
"'2016-09-15T01:00:00',",286.976,"101,097.00",0,"1,294,673.94",294.586,0,-2.95,0.368
"'2016-09-15T02:00:00',",286.519,"101,085.08",0,"2,585,541.56",294.323,0,-2.989,0.237
"'2016-09-15T03:00:00',",286.044,"101,047.49",0,"3,869,772.38",293.975,0,-3.136,-0.149
"'2016-09-15T04:00:00',",285.742,"101,012.47",0,"5,142,392.94",293.601,0,-3.254,-0.368
"'2016-09-15T05:00:00',",285.866,"101,014.28",0,"6,378,845.50",293.068,0,-3.341,-0.499
"'2016-09-15T06:00:00',",286.521,"101,020.77","66,846","7,613,475",292.802,0,-3.351,-0.569
"'2016-09-15T07:00:00',",289.027,"101,025.23","501,196","8,859,265",293.297,0,-3.011,-0.384
"'2016-09-15T08:00:00',",289.586,"101,029.20","1,410,742","10,141,230",294.911,0,-3.532,-0.035
"'2016-09-15T09:00:00',",289.993,"101,033.57","2,712,064","11,434,079",296.33,0,-3.586,0.264
"'2016-09-15T10:00:00',",290.279,"100,999.84","4,510,154","12,752,447",297.86,0,-3.573,0.537
"'2016-09-15T11:00:00',",290.315,"100,965.00","6,488,680","14,067,193",299.055,0,-3.53,0.568
"'2016-09-15T12:00:00',",289.981,"100,933.87","8,690,546","15,379,405",300.137,0,-3.458,0.668
"'2016-09-15T13:00:00',",289.279,"100,893.68","10,819,342","16,698,946",300.866,0,-3.374,0.867
"'2016-09-15T14:00:00',",288.601,"100,852.60","12,682,304","18,030,387",301.299,0,-3.14,1.012
"'2016-09-15T15:00:00',",288.351,"100,826.80","14,177,920","19,360,730",301.321,0,-2.743,0.83
"'2016-09-15T16:00:00',",289.693,"100,822.93","15,170,680","20,702,976",300.78,0,-1.894,0.367
"'2016-09-15T17:00:00',",290.587,"100,821.75","15,592,836","22,060,450",299.32,0,-1.603,0.182
"'2016-09-15T18:00:00',",290.203,"100,833.54","15,669,626","23,394,398",297.237,0,-1.281,0.921
"'2016-09-15T19:00:00',",289.023,"100,971.65","15,669,626","24,785,144",296.206,0,3.616,2.729
"'2016-09-15T20:00:00',",288.97,"101,043.63","15,669,626","26,167,731",295.12,0,4.217,2.772
"'2016-09-15T21:00:00',",288.926,"101,095.17","15,669,626","27,534,745",293.768,0,4.025,2.785
"'2016-09-15T22:00:00',",288.918,"101,120.90","15,669,626","28,860,221",292.359,0.001,3.432,2.746
"'2016-09-15T23:00:00',",288.789,"101,141.99","15,669,626","30,176,394",291.302,0.003,2.79,2.791
"'2016-09-16T00:00:00',",288.559,"101,172.20","15,669,626","31,509,950",290.674,0.005,2.189,2.655
"'2016-09-16T01:00:00',",288.583,"101,181.00",0,"1,322,582.50",290.035,0.001,1.438,2.293
"'2016-09-16T02:00:00',",288.443,"101,167.33",0,"2,622,081.94",289.81,0.001,0.762,2.118
"'2016-09-16T03:00:00',",288.237,"101,136.37",0,"3,892,451.44",289.589,0.001,0.558,2.355
"'2016-09-16T04:00:00',",288.156,"101,127.84",0,"5,133,922.50",289.24,0.001,0.693,2.631
"'2016-09-16T05:00:00',",288.006,"101,120.03",0,"6,338,179.50",288.82,0.001,0.803,2.7
"'2016-09-16T06:00:00',",287.923,"101,143.51","51,596","7,526,732.50",288.646,0.001,0.7,2.769
"'2016-09-16T07:00:00',",288.506,"101,200.36","194,878","8,939,403",289.613,0.001,0.591,2.566
"'2016-09-16T08:00:00',",288.301,"101,231.34","612,680","10,344,852",290.116,0.001,1.223,3.326
"'2016-09-16T09:00:00',",287.866,"101,219.47","1,186,510","11,741,288",290.632,0.001,1.387,3.716
"'2016-09-16T10:00:00',",287.538,"101,209.52","2,085,346","13,113,068",291.712,0.001,1.241,3.946
"'2016-09-16T11:00:00',",287.269,"101,172.85","3,277,732","14,463,702",292.519,0.002,1.708,4.305
"'2016-09-16T12:00:00',",287.035,"101,142.32","4,777,140","15,805,278",293.274,0.002,2.244,4.172
"'2016-09-16T13:00:00',",286.68,"101,120.47","6,239,070","17,137,394",293.996,0.002,2.312,3.796
"'2016-09-16T14:00:00',",286.294,"101,067.13","7,435,834","18,456,740",294.484,0.002,1.851,3.64
"'2016-09-16T15:00:00',",285.842,"101,062.21","8,595,774","19,791,965",294.841,0.002,1.743,3.667
"'2016-09-16T16:00:00',",286.211,"101,009.68","9,200,526","21,141,255",294.467,0.002,0.968,2.51
"'2016-09-16T17:00:00',",286.445,"100,988.06","9,569,236","22,413,846",293.857,0.002,0.074,1.752
"'2016-09-16T18:00:00',",286.294,"101,028.49","9,630,112","23,686,154",292.832,0.002,-0.499,1.809
"'2016-09-16T19:00:00',",286.241,"101,094.63","9,630,112","24,925,733",291.059,0.002,-1.48,2.287
"'2016-09-16T20:00:00',",286.23,"101,143.40","9,630,112","26,225,168",290.899,0.002,-1.572,2.498
"'2016-09-16T21:00:00',",286.258,"101,167.86","9,630,112","27,535,224",290.696,0.002,-1.435,2.565
"'2016-09-16T22:00:00',",286.367,"101,167.43","9,630,112","28,821,962",290.375,0.002,-1.218,2.46
"'2016-09-16T23:00:00',",286.453,"101,158.70","9,630,112","30,071,351",289.946,0.002,-1.079,2.167
"'2016-09-17T00:00:00',",286.527,"101,185.88","9,630,112","31,297,146",289.509,0.002,-1.14,1.931
"'2016-09-17T01:00:00',",286.595,"101,204.85",0,"1,215,048.25",289.119,0,-1.01,1.828
"'2016-09-17T02:00:00',",286.569,"101,212.92",0,"2,398,038.81",288.64,0,-0.914,1.815
"'2016-09-17T03:00:00',",286.494,"101,213.93",0,"3,559,174.19",288.145,0,-1.019,1.662
"'2016-09-17T04:00:00',",286.32,"101,271.31",0,"4,690,392.31",287.556,0,-1.261,1.367
"'2016-09-17T05:00:00',",286.157,"101,324.08",0,"5,829,204.50",287.107,0,-1.398,1.003
"'2016-09-17T06:00:00',",286.101,"101,392.15","54,706","6,959,176",286.803,0,-1.413,0.642
"'2016-09-17T07:00:00',",287.44,"101,442.62","367,886","8,145,647",288.137,0,-0.805,0.404
"'2016-09-17T08:00:00',",288.208,"101,480.72","1,103,850","9,343,256",289.617,0,-0.888,0.27
"'2016-09-17T09:00:00',",288.739,"101,525.25","2,267,732","10,556,406",291.081,0,-1.057,0.186
"'2016-09-17T10:00:00',",288.811,"101,538.22","3,984,368","11,765,929",292.692,0,-1.447,-0.167
"'2016-09-17T11:00:00',",287.75,"101,549.44","6,029,540","12,996,939",294.063,0,-1.62,-0.327
"'2016-09-17T12:00:00',",286.742,"101,554.20","8,011,082","14,233,334",294.769,0,-1.719,-0.996
"'2016-09-17T13:00:00',",286.303,"101,564.32","9,282,408","15,554,175",294.827,0,-1.598,-1.611
"'2016-09-17T14:00:00',",286.096,"101,561.35","10,346,474","16,885,413",294.845,0,-1.279,-2.062
"'2016-09-17T15:00:00',",286.475,"101,569.43","10,994,912","18,248,130",294.521,0,-0.962,-2.296
"'2016-09-17T16:00:00',",286.921,"101,576.03","11,584,242","19,601,411",294.252,0,-0.624,-2.523
"'2016-09-17T17:00:00',",287.326,"101,592.08","11,858,448","20,919,936",293.481,0,-0.266,-2.333
"'2016-09-17T18:00:00',",287.507,"101,602.24","11,902,732","22,251,075",292.648,0,0.403,-2.42
"'2016-09-17T19:00:00',",287.997,"101,693.79","11,902,732","23,601,160",291.741,0,0.814,-2.285
"'2016-09-17T20:00:00',",288.408,"101,728.23","11,902,732","24,940,748",291.223,0.001,0.588,-2.522
"'2016-09-17T21:00:00',",288.617,"101,728.61","11,902,732","26,217,507",290.634,0.001,0.363,-2.525
"'2016-09-17T22:00:00',",288.811,"101,693.27","11,902,732","27,518,203",290.419,0.001,-0.028,-2.5
"'2016-09-17T23:00:00',",288.913,"101,687.03","11,902,732","28,824,602",290.262,0.001,-0.458,-2.354
"'2016-09-18T00:00:00',",288.861,"101,677.56","11,902,732","30,113,736",290.001,0.001,-0.534,-2.367
"'2016-09-18T01:00:00',",288.64,"101,669.82",0,"1,262,628.63",289.632,0,-0.611,-2.424
"'2016-09-18T02:00:00',",288.25,"101,682.12",0,"2,492,096.94",289.171,0,-0.807,-2.608
"'2016-09-18T03:00:00',",287.758,"101,656.48",0,"3,695,543.88",288.643,0,-1.121,-2.71
"'2016-09-18T04:00:00',",287.271,"101,660.54",0,"4,857,219.06",288.05,0,-1.296,-2.601
"'2016-09-18T05:00:00',",286.949,"101,659.31",0,"6,010,602",287.618,0,-1.319,-2.561
"'2016-09-18T06:00:00',",286.83,"101,656.58","47,176","7,151,660.50",287.407,0,-1.406,-2.499
"'2016-09-18T07:00:00',",286.654,"101,714.22","332,342","8,407,127",288.151,0,-2.74,-3.324
"'2016-09-18T08:00:00',",286.587,"101,730.32","918,802","9,721,190",288.771,0,-3.052,-3.116
"'2016-09-18T09:00:00',",286.346,"101,738.76","1,665,496","11,047,232",289.316,0,-2.893,-2.906
"'2016-09-18T10:00:00',",285.829,"101,723.78","2,761,610","12,359,724",290.314,0,-2.536,-2.947
"'2016-09-18T11:00:00',",285.264,"101,706.43","4,143,350","13,665,144",291.39,0,-2.416,-3.13
"'2016-09-18T12:00:00',",284.738,"101,672.85","5,485,588","14,977,856",292.075,0,-2.264,-3.022
"'2016-09-29T17:00:00',",287.336,"101,187.45","5,652,803.25","22,132,855",290.797,0.001,4.562,3.067
"'2016-09-29T18:00:00',",287.838,"101,194.16","5,654,222.19","23,521,393",289.876,0.002,4.293,2.417
"'2016-09-30T00:00:00',",285.827,"101,211.71","5,654,222.19","31,047,633",287.319,0.002,2.466,1.803
"'2016-09-30T01:00:00',",285.619,"101,184.18",0,"1,181,228.25",286.971,0,2.248,1.92
"'2016-09-30T02:00:00',",285.417,"101,145.01",0,"2,374,700.50",286.719,0,2.22,1.96
"'2016-09-30T03:00:00',",285.217,"101,158.70",0,"3,559,431",286.467,0,2.259,2.025
"'2016-09-30T04:00:00',",284.987,"101,145.77",0,"4,711,731.88",286.128,0,2.292,2.066
"'2016-09-30T05:00:00',",284.928,"101,176.90",0,"5,923,156.25",286.145,0,2.343,2.055
"'2016-09-30T06:00:00',",284.852,"101,194.24","5,864","7,149,152",286.153,0,2.386,2.006
"'2016-09-30T07:00:00',",285.317,"101,251.65","129,576","8,408,184",286.586,0,2.399,2.502
"'2016-09-30T08:00:00',",285.572,"101,290.49","463,242","9,641,540",287.082,0,2.393,2.45
"'2016-09-30T09:00:00',",285.324,"101,310.15","1,179,828","10,865,500",287.957,0,3.622,2.704
"'2016-09-30T10:00:00',",284.176,"101,294.45","2,422,836","12,050,161",289.038,0,4.309,2.447
"'2016-09-30T11:00:00',",282.589,"101,310.25","4,105,634","13,182,713",290.018,0,4.72,2.323
"'2016-09-30T12:00:00',",281.361,"101,291.13","5,847,580","14,314,931",290.672,0,4.914,2.024
"'2016-09-30T13:00:00',",280.463,"101,286.51","7,185,292","15,496,497",290.904,0,4.748,1.675
"'2016-09-30T14:00:00',",279.843,"101,240.07","8,498,000.50","16,643,715",291.117,0,4.604,1.491
"'2016-09-30T15:00:00',",279.827,"101,227.64","9,337,928.50","17,857,657",290.982,0,3.692,1.196
"'2016-09-30T16:00:00',",280.493,"101,212.13","9,805,196.63","19,080,897",290.551,0,2.43,1.109
"'2016-09-30T17:00:00',",280.706,"101,212.28","10,037,708.75","20,185,680",289.387,0,1.776,1.297
"'2016-09-30T18:00:00',",280.938,"101,254.31","10,040,862.50","21,296,207",288.232,0,1.398,1.689
"'2016-09-30T19:00:00',",281.359,"101,306.25","10,040,861.50","22,493,234",287.623,0,1.076,2.406
"'2016-09-30T20:00:00',",281.666,"101,313.76","10,040,863","23,690,979",287.323,0,1.159,2.213
"'2016-09-30T21:00:00',",282.1,"101,282.72","10,040,863","24,899,271",287.026,0,1.253,2.01
"'2016-09-30T22:00:00',",282.495,"101,242.76","10,040,863","26,091,064",286.618,0,0.893,1.786
"'2016-09-30T23:00:00',",282.756,"101,162.90","10,040,863","27,289,655",286.291,0,0.284,1.884
"'2016-10-01T00:00:00',",282.864,"101,112.33","10,040,863","28,462,892",285.911,0,-0.319,1.932
"'2016-10-06T00:00:00',",276.514,"102,936.22","11,019,372.06","24,539,943",281.267,0,-2.721,-2.632
"'2016-10-06T01:00:00',",276.518,"102,921.61",0,"956,080.88",280.85,0,-2.669,-2.66
"'2016-10-06T02:00:00',",276.497,"102,894.31",0,"1,889,724.25",280.345,0,-2.564,-2.635
"'2016-10-06T03:00:00',",276.499,"102,844.27",0,"2,810,847.81",279.888,0,-2.291,-2.548
"'2016-10-06T04:00:00',",276.558,"102,779.10",0,"3,735,008",279.541,0,-1.917,-2.485
"'2016-10-06T05:00:00',",276.633,"102,733.56",0,"4,698,320.50",279.462,0,-1.817,-2.513
"'2016-10-06T06:00:00',",276.703,"102,684.90","1,460","5,665,833.50",279.406,0,-1.989,-2.442
"'2016-10-06T07:00:00',",277.604,"102,664.02","159,320","6,730,820",280.215,0,-1.766,-2.205
"'2016-10-06T08:00:00',",277.665,"102,638.79","685,810","7,828,309",281.447,0,-2.486,-2.423
"'2016-10-06T09:00:00',",277.696,"102,626.14","1,567,226","8,878,666",282.487,0,-3.096,-2.277
"'2016-10-06T10:00:00',",277.818,"102,590.32","2,508,064","10,020,349",283.35,0,-3.36,-2.225
"'2016-10-06T11:00:00',",277.982,"102,571.35","3,382,466","11,196,954",283.783,0,-3.439,-2.406
"'2016-10-06T12:00:00',",278.263,"102,539.61","3,938,918","12,432,021",283.765,0,-3.061,-2.661
"'2016-10-06T13:00:00',",278.652,"102,450.04","4,171,614","13,692,461",283.607,0,-2.367,-2.813
"'2016-10-06T14:00:00',",279.185,"102,401.27","4,432,480","14,962,654",283.92,0,-2.229,-2.952
"'2016-10-06T15:00:00',",279.703,"102,345.38","4,805,480","16,199,393",284.581,0,-2.852,-3.187
"'2016-10-06T16:00:00',",280.074,"102,327.30","5,067,395.50","17,412,877",285.049,0,-2.779,-2.818
"'2016-10-06T17:00:00',",280.113,"102,315.50","5,125,095.30","18,669,284",285.195,0,-2.515,-2.786
"'2016-10-06T18:00:00',",280.159,"102,324.61","5,125,096.44","19,944,163",285.232,0,-2.746,-2.953
"'2016-10-06T19:00:00',",280.145,"102,358.37","5,125,096.44","21,214,227",284.288,0,-3.169,-2.234
"'2016-10-06T20:00:00',",280.266,"102,364.41","5,125,096.44","22,468,638",284.123,0,-3.293,-2.053
"'2016-10-06T21:00:00',",280.337,"102,315.37","5,125,096.44","23,719,290",283.988,0,-3.02,-1.874
"'2016-10-06T22:00:00',",280.386,"102,317.68","5,125,096.44","24,979,803",283.958,0,-2.725,-1.849
"'2016-10-06T23:00:00',",280.396,"102,289.07","5,125,096.44","26,214,406",283.8,0,-2.589,-2.138
"'2016-10-07T00:00:00',",280.346,"102,262.90","5,125,096.44","27,471,679",283.837,0,-2.672,-2.384
"'2016-10-12T10:00:00',",279.096,"102,147.16","1,259,324","12,362,550",282.495,0,-4.447,-1.458
"'2016-10-12T11:00:00',",278.163,"102,116.25","2,332,540","13,523,909",283.279,0,-4.752,-1.259
"'2016-10-13T08:00:00',",277.871,"101,803.27","596,828","8,353,010",281.276,0,-4.862,-0.304
"'2016-10-13T09:00:00',",277.254,"101,772.87","1,520,214","9,364,121",282.543,0,-6.727,1.387
"'2016-10-15T08:00:00',",283.227,"100,680.10","71,746","10,207,544",284.012,0.002,1.109,2.536
"'2016-10-15T09:00:00',",283.65,"100,773.63","169,426","11,518,456",284.368,0.002,1.657,2.916
"'2016-10-15T10:00:00',",283.962,"100,903.95","282,802","12,836,428",284.768,0.002,2.1,3.192
"'2016-10-15T11:00:00',",284.131,"100,991.67","443,118","14,164,659",285.149,0.002,2.525,3.328
"'2016-10-15T12:00:00',",284.161,"101,085.93","792,082","15,491,737",285.96,0.002,2.995,3.321
"'2016-10-17T14:00:00',",283.602,"101,988.54","6,985,366","16,064,454",289.96,0.001,2.637,1.786
"'2016-10-17T15:00:00',",283.33,"102,009.23","7,787,912","17,177,063",289.761,0.001,2.121,1.48
"'2016-10-17T16:00:00',",283.267,"102,028.49","8,135,182","18,301,716",288.72,0.001,1.404,1.414
"'2016-10-17T17:00:00',",282.861,"102,062.79","8,172,882","19,380,944",287.212,0.001,1.187,1.783
"'2016-10-17T18:00:00',",282.625,"102,095.04","8,172,882","20,496,771",286.173,0.001,0.968,1.889
"'2016-10-17T19:00:00',",283.311,"102,132.06","8,172,882","21,697,241",285.568,0.001,0.721,2.022
"'2016-10-17T20:00:00',",283.023,"102,115.36","8,172,882","22,857,895",285.091,0.001,0.529,2.192
"'2016-10-17T21:00:00',",282.781,"102,095.41","8,172,882","23,984,852",284.615,0.001,0.479,2.341
"'2016-10-17T22:00:00',",282.578,"102,062.55","8,172,882","25,076,815",284.145,0.001,0.72,2.402
"'2016-10-17T23:00:00',",282.471,"102,067.82","8,172,882","26,158,870",283.857,0.001,1.125,2.417
"'2016-10-18T00:00:00',",282.423,"102,049.48","8,172,882","27,236,022",283.688,0.001,1.387,2.4
"'2016-10-18T01:00:00',",282.656,"102,052.31",0,"1,155,356.31",283.866,0,1.501,2.332
"'2016-10-18T02:00:00',",282.482,"102,049.76",0,"2,219,140",283.498,0,1.6,2.352
"'2016-10-18T03:00:00',",282.352,"102,021.14",0,"3,274,644.81",283.251,0,1.61,2.391
"'2016-10-18T04:00:00',",282.218,"101,992.29",0,"4,332,304.75",283.036,0,1.545,2.471
"'2016-10-18T05:00:00',",282.109,"101,975.52",0,"5,395,361.50",282.878,0,1.535,2.615
"'2016-10-18T06:00:00',",282.059,"101,957.93",0,"6,466,002",282.792,0,1.581,2.778
"'2016-10-18T07:00:00',",282.179,"101,977.19","79,114","7,523,134",282.915,0,1.693,3.09
"'2016-10-18T08:00:00',",282.64,"101,957.23","511,856","8,558,358",283.772,0,1.485,3.118
"'2016-10-18T09:00:00',",282.668,"101,933.72","1,294,204","9,611,448",285.102,0,2.555,4.12
"'2016-10-18T10:00:00',",282.764,"101,885.79","2,160,902","10,753,086",286.019,0,2.461,4.189
"'2016-10-18T11:00:00',",282.895,"101,821.20","2,968,470","11,961,592",286.619,0,2.251,4.608
"'2016-10-18T12:00:00',",282.717,"101,722.59","3,605,210","13,176,459",286.846,0,2.841,5.492
"'2016-10-18T13:00:00',",282.918,"101,620.56","4,170,184","14,426,123",286.429,0.001,2.461,5.519
"'2016-10-19T06:00:00',",279.525,"101,105.94",0,"6,580,833",281.048,0.005,3.246,4.739
"'2016-10-19T07:00:00',",281.315,"100,952.97","18,408","7,834,074",282.803,0.006,7.139,2.018
"'2016-10-19T08:00:00',",282.31,"100,966.01","155,698","9,060,575",283.811,0.006,7.348,0.252
